PING 88.80.187.84 (88.80.187.84) 176(204) bytes of data.
184 bytes from 88.80.187.84: icmp_seq=1 ttl=46 time=55.4 ms
184 bytes from 88.80.187.84: icmp_seq=2 ttl=46 time=64.6 ms
184 bytes from 88.80.187.84: icmp_seq=3 ttl=46 time=61.8 ms
184 bytes from 88.80.187.84: icmp_seq=4 ttl=46 time=59.8 ms
184 bytes from 88.80.187.84: icmp_seq=5 ttl=46 time=58.3 ms
184 bytes from 88.80.187.84: icmp_seq=6 ttl=46 time=66.7 ms
184 bytes from 88.80.187.84: icmp_seq=7 ttl=46 time=64.9 ms
184 bytes from 88.80.187.84: icmp_seq=8 ttl=46 time=63.5 ms
184 bytes from 88.80.187.84: icmp_seq=9 ttl=46 time=61.1 ms
184 bytes from 88.80.187.84: icmp_seq=10 ttl=46 time=60.4 ms
184 bytes from 88.80.187.84: icmp_seq=11 ttl=46 time=58.0 ms
184 bytes from 88.80.187.84: icmp_seq=12 ttl=46 time=58.4 ms
184 bytes from 88.80.187.84: icmp_seq=13 ttl=46 time=65.8 ms
184 bytes from 88.80.187.84: icmp_seq=14 ttl=46 time=64.9 ms
184 bytes from 88.80.187.84: icmp_seq=15 ttl=46 time=62.9 ms
184 bytes from 88.80.187.84: icmp_seq=16 ttl=46 time=53.2 ms
184 bytes from 88.80.187.84: icmp_seq=17 ttl=46 time=61.1 ms
184 bytes from 88.80.187.84: icmp_seq=18 ttl=46 time=64.7 ms
184 bytes from 88.80.187.84: icmp_seq=19 ttl=46 time=57.4 ms
184 bytes from 88.80.187.84: icmp_seq=20 ttl=46 time=55.6 ms
184 bytes from 88.80.187.84: icmp_seq=21 ttl=46 time=64.0 ms
184 bytes from 88.80.187.84: icmp_seq=22 ttl=46 time=61.8 ms
184 bytes from 88.80.187.84: icmp_seq=23 ttl=46 time=60.6 ms
184 bytes from 88.80.187.84: icmp_seq=24 ttl=46 time=139 ms
184 bytes from 88.80.187.84: icmp_seq=25 ttl=46 time=50.6 ms
184 bytes from 88.80.187.84: icmp_seq=26 ttl=46 time=57.2 ms
184 bytes from 88.80.187.84: icmp_seq=27 ttl=46 time=56.1 ms
184 bytes from 88.80.187.84: icmp_seq=28 ttl=46 time=64.4 ms
184 bytes from 88.80.187.84: icmp_seq=29 ttl=46 time=62.6 ms
184 bytes from 88.80.187.84: icmp_seq=30 ttl=46 time=60.0 ms
184 bytes from 88.80.187.84: icmp_seq=31 ttl=46 time=60.3 ms
184 bytes from 88.80.187.84: icmp_seq=32 ttl=46 time=59.1 ms
184 bytes from 88.80.187.84: icmp_seq=33 ttl=46 time=57.9 ms
184 bytes from 88.80.187.84: icmp_seq=34 ttl=46 time=62.9 ms
184 bytes from 88.80.187.84: icmp_seq=35 ttl=46 time=63.4 ms
184 bytes from 88.80.187.84: icmp_seq=36 ttl=46 time=63.7 ms
184 bytes from 88.80.187.84: icmp_seq=37 ttl=46 time=61.8 ms
184 bytes from 88.80.187.84: icmp_seq=38 ttl=46 time=59.7 ms
184 bytes from 88.80.187.84: icmp_seq=39 ttl=46 time=57.9 ms
184 bytes from 88.80.187.84: icmp_seq=40 ttl=46 time=66.6 ms
184 bytes from 88.80.187.84: icmp_seq=41 ttl=46 time=79.5 ms
184 bytes from 88.80.187.84: icmp_seq=42 ttl=46 time=63.3 ms
184 bytes from 88.80.187.84: icmp_seq=43 ttl=46 time=61.7 ms
184 bytes from 88.80.187.84: icmp_seq=44 ttl=46 time=60.4 ms
184 bytes from 88.80.187.84: icmp_seq=45 ttl=46 time=58.6 ms
184 bytes from 88.80.187.84: icmp_seq=46 ttl=46 time=56.9 ms
184 bytes from 88.80.187.84: icmp_seq=47 ttl=46 time=67.2 ms
184 bytes from 88.80.187.84: icmp_seq=48 ttl=46 time=64.8 ms
184 bytes from 88.80.187.84: icmp_seq=49 ttl=46 time=61.3 ms
184 bytes from 88.80.187.84: icmp_seq=50 ttl=46 time=63.6 ms

--- 88.80.187.84 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49071ms
rtt min/avg/max/mdev = 50.561/62.895/138.585/11.660 ms
