PING 88.80.187.84 (88.80.187.84) 401(429) bytes of data.
409 bytes from 88.80.187.84: icmp_seq=1 ttl=46 time=75.4 ms
409 bytes from 88.80.187.84: icmp_seq=2 ttl=46 time=66.1 ms
409 bytes from 88.80.187.84: icmp_seq=3 ttl=46 time=73.3 ms
409 bytes from 88.80.187.84: icmp_seq=4 ttl=46 time=111 ms
409 bytes from 88.80.187.84: icmp_seq=5 ttl=46 time=71.1 ms
409 bytes from 88.80.187.84: icmp_seq=6 ttl=46 time=108 ms
409 bytes from 88.80.187.84: icmp_seq=7 ttl=46 time=68.1 ms
409 bytes from 88.80.187.84: icmp_seq=8 ttl=46 time=103 ms
409 bytes from 88.80.187.84: icmp_seq=9 ttl=46 time=60.7 ms
409 bytes from 88.80.187.84: icmp_seq=10 ttl=46 time=121 ms
409 bytes from 88.80.187.84: icmp_seq=11 ttl=46 time=57.0 ms
409 bytes from 88.80.187.84: icmp_seq=12 ttl=46 time=57.7 ms
409 bytes from 88.80.187.84: icmp_seq=13 ttl=46 time=135 ms
409 bytes from 88.80.187.84: icmp_seq=14 ttl=46 time=97.3 ms
409 bytes from 88.80.187.84: icmp_seq=15 ttl=46 time=135 ms
409 bytes from 88.80.187.84: icmp_seq=16 ttl=46 time=93.6 ms
409 bytes from 88.80.187.84: icmp_seq=17 ttl=46 time=200 ms
409 bytes from 88.80.187.84: icmp_seq=18 ttl=46 time=354 ms
409 bytes from 88.80.187.84: icmp_seq=19 ttl=46 time=70.6 ms
409 bytes from 88.80.187.84: icmp_seq=20 ttl=46 time=87.2 ms
409 bytes from 88.80.187.84: icmp_seq=21 ttl=46 time=134 ms
409 bytes from 88.80.187.84: icmp_seq=22 ttl=46 time=85.9 ms
409 bytes from 88.80.187.84: icmp_seq=23 ttl=46 time=124 ms
409 bytes from 88.80.187.84: icmp_seq=24 ttl=46 time=83.0 ms
409 bytes from 88.80.187.84: icmp_seq=25 ttl=46 time=122 ms
409 bytes from 88.80.187.84: icmp_seq=26 ttl=46 time=80.8 ms
409 bytes from 88.80.187.84: icmp_seq=27 ttl=46 time=69.9 ms
409 bytes from 88.80.187.84: icmp_seq=28 ttl=46 time=78.2 ms
409 bytes from 88.80.187.84: icmp_seq=29 ttl=46 time=117 ms
409 bytes from 88.80.187.84: icmp_seq=30 ttl=46 time=75.0 ms
409 bytes from 88.80.187.84: icmp_seq=31 ttl=46 time=113 ms
409 bytes from 88.80.187.84: icmp_seq=32 ttl=46 time=71.8 ms
409 bytes from 88.80.187.84: icmp_seq=33 ttl=46 time=111 ms
409 bytes from 88.80.187.84: icmp_seq=34 ttl=46 time=70.0 ms
409 bytes from 88.80.187.84: icmp_seq=35 ttl=46 time=70.0 ms
409 bytes from 88.80.187.84: icmp_seq=36 ttl=46 time=68.5 ms
409 bytes from 88.80.187.84: icmp_seq=37 ttl=46 time=106 ms
409 bytes from 88.80.187.84: icmp_seq=38 ttl=46 time=65.6 ms
409 bytes from 88.80.187.84: icmp_seq=39 ttl=46 time=103 ms
409 bytes from 88.80.187.84: icmp_seq=40 ttl=46 time=141 ms
409 bytes from 88.80.187.84: icmp_seq=41 ttl=46 time=98.9 ms
409 bytes from 88.80.187.84: icmp_seq=42 ttl=46 time=137 ms
409 bytes from 88.80.187.84: icmp_seq=43 ttl=46 time=96.0 ms
409 bytes from 88.80.187.84: icmp_seq=44 ttl=46 time=135 ms
409 bytes from 88.80.187.84: icmp_seq=45 ttl=46 time=59.8 ms
409 bytes from 88.80.187.84: icmp_seq=46 ttl=46 time=131 ms
409 bytes from 88.80.187.84: icmp_seq=47 ttl=46 time=89.6 ms
409 bytes from 88.80.187.84: icmp_seq=48 ttl=46 time=93.9 ms
409 bytes from 88.80.187.84: icmp_seq=49 ttl=46 time=88.3 ms
409 bytes from 88.80.187.84: icmp_seq=50 ttl=46 time=126 ms

--- 88.80.187.84 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49068ms
rtt min/avg/max/mdev = 57.039/101.816/353.615/46.060 ms
