PING 88.80.187.84 (88.80.187.84) 976(1004) bytes of data.
984 bytes from 88.80.187.84: icmp_seq=1 ttl=46 time=75.0 ms
984 bytes from 88.80.187.84: icmp_seq=2 ttl=46 time=114 ms
984 bytes from 88.80.187.84: icmp_seq=3 ttl=46 time=76.4 ms
984 bytes from 88.80.187.84: icmp_seq=4 ttl=46 time=111 ms
984 bytes from 88.80.187.84: icmp_seq=5 ttl=46 time=74.0 ms
984 bytes from 88.80.187.84: icmp_seq=6 ttl=46 time=109 ms
984 bytes from 88.80.187.84: icmp_seq=7 ttl=46 time=69.8 ms
984 bytes from 88.80.187.84: icmp_seq=8 ttl=46 time=103 ms
984 bytes from 88.80.187.84: icmp_seq=9 ttl=46 time=67.0 ms
984 bytes from 88.80.187.84: icmp_seq=10 ttl=46 time=65.7 ms
984 bytes from 88.80.187.84: icmp_seq=11 ttl=46 time=73.7 ms
984 bytes from 88.80.187.84: icmp_seq=12 ttl=46 time=99.0 ms
984 bytes from 88.80.187.84: icmp_seq=13 ttl=46 time=61.6 ms
984 bytes from 88.80.187.84: icmp_seq=14 ttl=46 time=62.7 ms
984 bytes from 88.80.187.84: icmp_seq=15 ttl=46 time=134 ms
984 bytes from 88.80.187.84: icmp_seq=16 ttl=46 time=88.9 ms
984 bytes from 88.80.187.84: icmp_seq=17 ttl=46 time=131 ms
984 bytes from 88.80.187.84: icmp_seq=18 ttl=46 time=71.9 ms
984 bytes from 88.80.187.84: icmp_seq=19 ttl=46 time=128 ms
984 bytes from 88.80.187.84: icmp_seq=20 ttl=46 time=86.4 ms
984 bytes from 88.80.187.84: icmp_seq=21 ttl=46 time=125 ms
984 bytes from 88.80.187.84: icmp_seq=22 ttl=46 time=83.9 ms
984 bytes from 88.80.187.84: icmp_seq=23 ttl=46 time=96.7 ms
984 bytes from 88.80.187.84: icmp_seq=24 ttl=46 time=59.2 ms
984 bytes from 88.80.187.84: icmp_seq=25 ttl=46 time=120 ms
984 bytes from 88.80.187.84: icmp_seq=26 ttl=46 time=78.7 ms
984 bytes from 88.80.187.84: icmp_seq=27 ttl=46 time=64.7 ms
984 bytes from 88.80.187.84: icmp_seq=28 ttl=46 time=69.2 ms
984 bytes from 88.80.187.84: icmp_seq=29 ttl=46 time=57.6 ms
984 bytes from 88.80.187.84: icmp_seq=30 ttl=46 time=59.6 ms
984 bytes from 88.80.187.84: icmp_seq=31 ttl=46 time=110 ms
984 bytes from 88.80.187.84: icmp_seq=32 ttl=46 time=60.7 ms
984 bytes from 88.80.187.84: icmp_seq=33 ttl=46 time=108 ms
984 bytes from 88.80.187.84: icmp_seq=34 ttl=46 time=68.3 ms
984 bytes from 88.80.187.84: icmp_seq=35 ttl=46 time=92.4 ms
984 bytes from 88.80.187.84: icmp_seq=36 ttl=46 time=65.7 ms
984 bytes from 88.80.187.84: icmp_seq=37 ttl=46 time=61.4 ms
984 bytes from 88.80.187.84: icmp_seq=38 ttl=46 time=140 ms
984 bytes from 88.80.187.84: icmp_seq=39 ttl=46 time=97.8 ms
984 bytes from 88.80.187.84: icmp_seq=40 ttl=46 time=61.0 ms
984 bytes from 88.80.187.84: icmp_seq=41 ttl=46 time=95.9 ms
984 bytes from 88.80.187.84: icmp_seq=42 ttl=46 time=135 ms
984 bytes from 88.80.187.84: icmp_seq=43 ttl=46 time=91.8 ms
984 bytes from 88.80.187.84: icmp_seq=44 ttl=46 time=131 ms
984 bytes from 88.80.187.84: icmp_seq=45 ttl=46 time=89.0 ms
984 bytes from 88.80.187.84: icmp_seq=46 ttl=46 time=131 ms
984 bytes from 88.80.187.84: icmp_seq=47 ttl=46 time=85.1 ms
984 bytes from 88.80.187.84: icmp_seq=48 ttl=46 time=125 ms
984 bytes from 88.80.187.84: icmp_seq=49 ttl=46 time=68.3 ms
984 bytes from 88.80.187.84: icmp_seq=50 ttl=46 time=123 ms

--- 88.80.187.84 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49071ms
rtt min/avg/max/mdev = 57.552/91.133/139.587/25.457 ms
