PING 88.80.187.84 (88.80.187.84) 51(79) bytes of data.
59 bytes from 88.80.187.84: icmp_seq=1 ttl=46 time=625 ms
59 bytes from 88.80.187.84: icmp_seq=2 ttl=46 time=59.6 ms
59 bytes from 88.80.187.84: icmp_seq=3 ttl=46 time=57.8 ms
59 bytes from 88.80.187.84: icmp_seq=4 ttl=46 time=65.2 ms
59 bytes from 88.80.187.84: icmp_seq=5 ttl=46 time=54.4 ms
59 bytes from 88.80.187.84: icmp_seq=6 ttl=46 time=65.3 ms
59 bytes from 88.80.187.84: icmp_seq=7 ttl=46 time=60.2 ms
59 bytes from 88.80.187.84: icmp_seq=8 ttl=46 time=61.9 ms
59 bytes from 88.80.187.84: icmp_seq=9 ttl=46 time=60.6 ms
59 bytes from 88.80.187.84: icmp_seq=10 ttl=46 time=58.9 ms
59 bytes from 88.80.187.84: icmp_seq=11 ttl=46 time=67.6 ms
59 bytes from 88.80.187.84: icmp_seq=12 ttl=46 time=65.7 ms
59 bytes from 88.80.187.84: icmp_seq=13 ttl=46 time=50.0 ms
59 bytes from 88.80.187.84: icmp_seq=14 ttl=46 time=62.8 ms
59 bytes from 88.80.187.84: icmp_seq=15 ttl=46 time=57.5 ms
59 bytes from 88.80.187.84: icmp_seq=16 ttl=46 time=60.0 ms
59 bytes from 88.80.187.84: icmp_seq=17 ttl=46 time=58.4 ms
59 bytes from 88.80.187.84: icmp_seq=18 ttl=46 time=66.8 ms
59 bytes from 88.80.187.84: icmp_seq=19 ttl=46 time=65.1 ms
59 bytes from 88.80.187.84: icmp_seq=20 ttl=46 time=63.2 ms
59 bytes from 88.80.187.84: icmp_seq=21 ttl=46 time=61.4 ms
59 bytes from 88.80.187.84: icmp_seq=22 ttl=46 time=60.2 ms
59 bytes from 88.80.187.84: icmp_seq=23 ttl=46 time=59.5 ms
59 bytes from 88.80.187.84: icmp_seq=24 ttl=46 time=67.1 ms
59 bytes from 88.80.187.84: icmp_seq=25 ttl=46 time=65.5 ms
59 bytes from 88.80.187.84: icmp_seq=26 ttl=46 time=67.7 ms
59 bytes from 88.80.187.84: icmp_seq=27 ttl=46 time=61.8 ms
59 bytes from 88.80.187.84: icmp_seq=28 ttl=46 time=60.6 ms
59 bytes from 88.80.187.84: icmp_seq=29 ttl=46 time=59.5 ms
59 bytes from 88.80.187.84: icmp_seq=30 ttl=46 time=68.5 ms
59 bytes from 88.80.187.84: icmp_seq=31 ttl=46 time=66.7 ms
59 bytes from 88.80.187.84: icmp_seq=32 ttl=46 time=64.9 ms
59 bytes from 88.80.187.84: icmp_seq=33 ttl=46 time=62.9 ms
59 bytes from 88.80.187.84: icmp_seq=34 ttl=46 time=62.7 ms
59 bytes from 88.80.187.84: icmp_seq=35 ttl=46 time=61.6 ms
59 bytes from 88.80.187.84: icmp_seq=36 ttl=46 time=59.1 ms
59 bytes from 88.80.187.84: icmp_seq=37 ttl=46 time=68.2 ms
59 bytes from 88.80.187.84: icmp_seq=38 ttl=46 time=65.6 ms
59 bytes from 88.80.187.84: icmp_seq=39 ttl=46 time=55.0 ms
59 bytes from 88.80.187.84: icmp_seq=40 ttl=46 time=60.8 ms
59 bytes from 88.80.187.84: icmp_seq=41 ttl=46 time=62.4 ms
59 bytes from 88.80.187.84: icmp_seq=42 ttl=46 time=52.1 ms
59 bytes from 88.80.187.84: icmp_seq=43 ttl=46 time=50.8 ms
59 bytes from 88.80.187.84: icmp_seq=44 ttl=46 time=66.3 ms
59 bytes from 88.80.187.84: icmp_seq=45 ttl=46 time=65.1 ms
59 bytes from 88.80.187.84: icmp_seq=46 ttl=46 time=61.3 ms
59 bytes from 88.80.187.84: icmp_seq=47 ttl=46 time=51.8 ms
59 bytes from 88.80.187.84: icmp_seq=48 ttl=46 time=114 ms
59 bytes from 88.80.187.84: icmp_seq=49 ttl=46 time=59.2 ms
59 bytes from 88.80.187.84: icmp_seq=50 ttl=46 time=58.4 ms

--- 88.80.187.84 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49072ms
rtt min/avg/max/mdev = 50.009/73.741/625.243/79.258 ms
