PING 88.80.187.84 (88.80.187.84) 101(129) bytes of data.
109 bytes from 88.80.187.84: icmp_seq=1 ttl=46 time=55.2 ms
109 bytes from 88.80.187.84: icmp_seq=2 ttl=46 time=74.0 ms
109 bytes from 88.80.187.84: icmp_seq=3 ttl=46 time=63.8 ms
109 bytes from 88.80.187.84: icmp_seq=4 ttl=46 time=61.4 ms
109 bytes from 88.80.187.84: icmp_seq=5 ttl=46 time=61.0 ms
109 bytes from 88.80.187.84: icmp_seq=6 ttl=46 time=58.9 ms
109 bytes from 88.80.187.84: icmp_seq=7 ttl=46 time=67.9 ms
109 bytes from 88.80.187.84: icmp_seq=8 ttl=46 time=66.2 ms
109 bytes from 88.80.187.84: icmp_seq=9 ttl=46 time=79.8 ms
109 bytes from 88.80.187.84: icmp_seq=10 ttl=46 time=54.7 ms
109 bytes from 88.80.187.84: icmp_seq=11 ttl=46 time=63.6 ms
109 bytes from 88.80.187.84: icmp_seq=12 ttl=46 time=70.8 ms
109 bytes from 88.80.187.84: icmp_seq=13 ttl=46 time=60.5 ms
109 bytes from 88.80.187.84: icmp_seq=14 ttl=46 time=52.4 ms
109 bytes from 88.80.187.84: icmp_seq=15 ttl=46 time=51.3 ms
109 bytes from 88.80.187.84: icmp_seq=16 ttl=46 time=65.2 ms
109 bytes from 88.80.187.84: icmp_seq=17 ttl=46 time=63.7 ms
109 bytes from 88.80.187.84: icmp_seq=18 ttl=46 time=59.8 ms
109 bytes from 88.80.187.84: icmp_seq=19 ttl=46 time=83.4 ms
109 bytes from 88.80.187.84: icmp_seq=20 ttl=46 time=51.6 ms
109 bytes from 88.80.187.84: icmp_seq=21 ttl=46 time=65.8 ms
109 bytes from 88.80.187.84: icmp_seq=22 ttl=46 time=55.1 ms
109 bytes from 88.80.187.84: icmp_seq=23 ttl=46 time=76.5 ms
109 bytes from 88.80.187.84: icmp_seq=24 ttl=46 time=59.9 ms
109 bytes from 88.80.187.84: icmp_seq=25 ttl=46 time=59.2 ms
109 bytes from 88.80.187.84: icmp_seq=26 ttl=46 time=57.8 ms
109 bytes from 88.80.187.84: icmp_seq=27 ttl=46 time=66.8 ms
109 bytes from 88.80.187.84: icmp_seq=28 ttl=46 time=65.9 ms
109 bytes from 88.80.187.84: icmp_seq=29 ttl=46 time=62.3 ms
109 bytes from 88.80.187.84: icmp_seq=30 ttl=46 time=59.5 ms
109 bytes from 88.80.187.84: icmp_seq=31 ttl=46 time=65.0 ms
109 bytes from 88.80.187.84: icmp_seq=32 ttl=46 time=58.0 ms
109 bytes from 88.80.187.84: icmp_seq=33 ttl=46 time=58.0 ms
109 bytes from 88.80.187.84: icmp_seq=34 ttl=46 time=66.6 ms
109 bytes from 88.80.187.84: icmp_seq=35 ttl=46 time=64.9 ms
109 bytes from 88.80.187.84: icmp_seq=36 ttl=46 time=62.9 ms
109 bytes from 88.80.187.84: icmp_seq=37 ttl=46 time=62.3 ms
109 bytes from 88.80.187.84: icmp_seq=38 ttl=46 time=60.9 ms
109 bytes from 88.80.187.84: icmp_seq=39 ttl=46 time=59.6 ms
109 bytes from 88.80.187.84: icmp_seq=40 ttl=46 time=57.6 ms
109 bytes from 88.80.187.84: icmp_seq=41 ttl=46 time=65.3 ms
109 bytes from 88.80.187.84: icmp_seq=42 ttl=46 time=63.3 ms
109 bytes from 88.80.187.84: icmp_seq=43 ttl=46 time=61.4 ms
109 bytes from 88.80.187.84: icmp_seq=44 ttl=46 time=66.4 ms
109 bytes from 88.80.187.84: icmp_seq=45 ttl=46 time=60.0 ms
109 bytes from 88.80.187.84: icmp_seq=46 ttl=46 time=59.7 ms
109 bytes from 88.80.187.84: icmp_seq=47 ttl=46 time=66.3 ms
109 bytes from 88.80.187.84: icmp_seq=48 ttl=46 time=79.1 ms
109 bytes from 88.80.187.84: icmp_seq=49 ttl=46 time=63.7 ms
109 bytes from 88.80.187.84: icmp_seq=50 ttl=46 time=60.5 ms

--- 88.80.187.84 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49072ms
rtt min/avg/max/mdev = 51.260/63.103/83.365/6.697 ms
