PING 88.80.187.84 (88.80.187.84) 1176(1204) bytes of data.
1184 bytes from 88.80.187.84: icmp_seq=1 ttl=46 time=74.9 ms
1184 bytes from 88.80.187.84: icmp_seq=2 ttl=46 time=113 ms
1184 bytes from 88.80.187.84: icmp_seq=3 ttl=46 time=72.8 ms
1184 bytes from 88.80.187.84: icmp_seq=4 ttl=46 time=111 ms
1184 bytes from 88.80.187.84: icmp_seq=5 ttl=46 time=77.5 ms
1184 bytes from 88.80.187.84: icmp_seq=6 ttl=46 time=110 ms
1184 bytes from 88.80.187.84: icmp_seq=7 ttl=46 time=68.8 ms
1184 bytes from 88.80.187.84: icmp_seq=8 ttl=46 time=104 ms
1184 bytes from 88.80.187.84: icmp_seq=9 ttl=46 time=142 ms
1184 bytes from 88.80.187.84: icmp_seq=10 ttl=46 time=350 ms
1184 bytes from 88.80.187.84: icmp_seq=11 ttl=46 time=141 ms
1184 bytes from 88.80.187.84: icmp_seq=12 ttl=46 time=100 ms
1184 bytes from 88.80.187.84: icmp_seq=13 ttl=46 time=139 ms
1184 bytes from 88.80.187.84: icmp_seq=14 ttl=46 time=97.0 ms
1184 bytes from 88.80.187.84: icmp_seq=15 ttl=46 time=137 ms
1184 bytes from 88.80.187.84: icmp_seq=16 ttl=46 time=94.8 ms
1184 bytes from 88.80.187.84: icmp_seq=17 ttl=46 time=133 ms
1184 bytes from 88.80.187.84: icmp_seq=18 ttl=46 time=91.4 ms
1184 bytes from 88.80.187.84: icmp_seq=19 ttl=46 time=130 ms
1184 bytes from 88.80.187.84: icmp_seq=20 ttl=46 time=88.1 ms
1184 bytes from 88.80.187.84: icmp_seq=21 ttl=46 time=127 ms
1184 bytes from 88.80.187.84: icmp_seq=22 ttl=46 time=74.9 ms
1184 bytes from 88.80.187.84: icmp_seq=23 ttl=46 time=124 ms
1184 bytes from 88.80.187.84: icmp_seq=24 ttl=46 time=83.2 ms
1184 bytes from 88.80.187.84: icmp_seq=25 ttl=46 time=91.0 ms
1184 bytes from 88.80.187.84: icmp_seq=26 ttl=46 time=76.0 ms
1184 bytes from 88.80.187.84: icmp_seq=27 ttl=46 time=63.3 ms
1184 bytes from 88.80.187.84: icmp_seq=28 ttl=46 time=77.0 ms
1184 bytes from 88.80.187.84: icmp_seq=29 ttl=46 time=123 ms
1184 bytes from 88.80.187.84: icmp_seq=30 ttl=46 time=76.2 ms
1184 bytes from 88.80.187.84: icmp_seq=31 ttl=46 time=115 ms
1184 bytes from 88.80.187.84: icmp_seq=32 ttl=46 time=73.6 ms
1184 bytes from 88.80.187.84: icmp_seq=33 ttl=46 time=112 ms
1184 bytes from 88.80.187.84: icmp_seq=34 ttl=46 time=74.2 ms
1184 bytes from 88.80.187.84: icmp_seq=35 ttl=46 time=107 ms
1184 bytes from 88.80.187.84: icmp_seq=36 ttl=46 time=81.4 ms
1184 bytes from 88.80.187.84: icmp_seq=37 ttl=46 time=107 ms
1184 bytes from 88.80.187.84: icmp_seq=38 ttl=46 time=68.1 ms
1184 bytes from 88.80.187.84: icmp_seq=39 ttl=46 time=113 ms
1184 bytes from 88.80.187.84: icmp_seq=40 ttl=46 time=143 ms
1184 bytes from 88.80.187.84: icmp_seq=41 ttl=46 time=100 ms
1184 bytes from 88.80.187.84: icmp_seq=42 ttl=46 time=101 ms
1184 bytes from 88.80.187.84: icmp_seq=43 ttl=46 time=69.5 ms
1184 bytes from 88.80.187.84: icmp_seq=44 ttl=46 time=136 ms
1184 bytes from 88.80.187.84: icmp_seq=45 ttl=46 time=94.9 ms
1184 bytes from 88.80.187.84: icmp_seq=46 ttl=46 time=134 ms
1184 bytes from 88.80.187.84: icmp_seq=47 ttl=46 time=86.5 ms
1184 bytes from 88.80.187.84: icmp_seq=48 ttl=46 time=131 ms
1184 bytes from 88.80.187.84: icmp_seq=49 ttl=46 time=83.8 ms
1184 bytes from 88.80.187.84: icmp_seq=50 ttl=46 time=129 ms

--- 88.80.187.84 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49065ms
rtt min/avg/max/mdev = 63.262/107.036/350.217/42.109 ms
