PING 88.80.187.84 (88.80.187.84) 201(229) bytes of data.
209 bytes from 88.80.187.84: icmp_seq=1 ttl=46 time=56.8 ms
209 bytes from 88.80.187.84: icmp_seq=2 ttl=46 time=62.9 ms
209 bytes from 88.80.187.84: icmp_seq=3 ttl=46 time=61.6 ms
209 bytes from 88.80.187.84: icmp_seq=4 ttl=46 time=75.0 ms
209 bytes from 88.80.187.84: icmp_seq=5 ttl=46 time=58.3 ms
209 bytes from 88.80.187.84: icmp_seq=6 ttl=46 time=66.7 ms
209 bytes from 88.80.187.84: icmp_seq=7 ttl=46 time=50.4 ms
209 bytes from 88.80.187.84: icmp_seq=8 ttl=46 time=68.5 ms
209 bytes from 88.80.187.84: icmp_seq=9 ttl=46 time=62.3 ms
209 bytes from 88.80.187.84: icmp_seq=10 ttl=46 time=60.2 ms
209 bytes from 88.80.187.84: icmp_seq=11 ttl=46 time=58.8 ms
209 bytes from 88.80.187.84: icmp_seq=12 ttl=46 time=57.0 ms
209 bytes from 88.80.187.84: icmp_seq=13 ttl=46 time=65.3 ms
209 bytes from 88.80.187.84: icmp_seq=14 ttl=46 time=63.8 ms
209 bytes from 88.80.187.84: icmp_seq=15 ttl=46 time=61.8 ms
209 bytes from 88.80.187.84: icmp_seq=16 ttl=46 time=59.7 ms
209 bytes from 88.80.187.84: icmp_seq=17 ttl=46 time=57.8 ms
209 bytes from 88.80.187.84: icmp_seq=18 ttl=46 time=62.4 ms
209 bytes from 88.80.187.84: icmp_seq=19 ttl=46 time=63.7 ms
209 bytes from 88.80.187.84: icmp_seq=20 ttl=46 time=61.1 ms
209 bytes from 88.80.187.84: icmp_seq=21 ttl=46 time=84.4 ms
209 bytes from 88.80.187.84: icmp_seq=22 ttl=46 time=59.8 ms
209 bytes from 88.80.187.84: icmp_seq=23 ttl=46 time=66.6 ms
209 bytes from 88.80.187.84: icmp_seq=24 ttl=46 time=63.8 ms
209 bytes from 88.80.187.84: icmp_seq=25 ttl=46 time=63.1 ms
209 bytes from 88.80.187.84: icmp_seq=26 ttl=46 time=61.3 ms
209 bytes from 88.80.187.84: icmp_seq=27 ttl=46 time=60.7 ms
209 bytes from 88.80.187.84: icmp_seq=28 ttl=46 time=57.5 ms
209 bytes from 88.80.187.84: icmp_seq=29 ttl=46 time=66.6 ms
209 bytes from 88.80.187.84: icmp_seq=30 ttl=46 time=64.7 ms
209 bytes from 88.80.187.84: icmp_seq=31 ttl=46 time=62.6 ms
209 bytes from 88.80.187.84: icmp_seq=32 ttl=46 time=60.8 ms
209 bytes from 88.80.187.84: icmp_seq=33 ttl=46 time=58.8 ms
209 bytes from 88.80.187.84: icmp_seq=34 ttl=46 time=65.9 ms
209 bytes from 88.80.187.84: icmp_seq=35 ttl=46 time=66.0 ms
209 bytes from 88.80.187.84: icmp_seq=36 ttl=46 time=64.6 ms
209 bytes from 88.80.187.84: icmp_seq=37 ttl=46 time=62.0 ms
209 bytes from 88.80.187.84: icmp_seq=38 ttl=46 time=96.3 ms
209 bytes from 88.80.187.84: icmp_seq=39 ttl=46 time=59.8 ms
209 bytes from 88.80.187.84: icmp_seq=40 ttl=46 time=92.6 ms
209 bytes from 88.80.187.84: icmp_seq=41 ttl=46 time=131 ms
209 bytes from 88.80.187.84: icmp_seq=42 ttl=46 time=89.1 ms
209 bytes from 88.80.187.84: icmp_seq=43 ttl=46 time=62.5 ms
209 bytes from 88.80.187.84: icmp_seq=44 ttl=46 time=58.2 ms
209 bytes from 88.80.187.84: icmp_seq=45 ttl=46 time=59.3 ms
209 bytes from 88.80.187.84: icmp_seq=46 ttl=46 time=58.1 ms
209 bytes from 88.80.187.84: icmp_seq=47 ttl=46 time=66.6 ms
209 bytes from 88.80.187.84: icmp_seq=48 ttl=46 time=64.8 ms
209 bytes from 88.80.187.84: icmp_seq=49 ttl=46 time=63.5 ms
209 bytes from 88.80.187.84: icmp_seq=50 ttl=46 time=61.7 ms

--- 88.80.187.84 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49082ms
rtt min/avg/max/mdev = 50.436/65.725/130.718/12.701 ms
