PING 88.80.187.84 (88.80.187.84) 676(704) bytes of data.
684 bytes from 88.80.187.84: icmp_seq=1 ttl=46 time=75.2 ms
684 bytes from 88.80.187.84: icmp_seq=2 ttl=46 time=110 ms
684 bytes from 88.80.187.84: icmp_seq=3 ttl=46 time=74.5 ms
684 bytes from 88.80.187.84: icmp_seq=4 ttl=46 time=110 ms
684 bytes from 88.80.187.84: icmp_seq=5 ttl=46 time=75.3 ms
684 bytes from 88.80.187.84: icmp_seq=6 ttl=46 time=187 ms
684 bytes from 88.80.187.84: icmp_seq=7 ttl=46 time=68.4 ms
684 bytes from 88.80.187.84: icmp_seq=8 ttl=46 time=104 ms
684 bytes from 88.80.187.84: icmp_seq=9 ttl=46 time=65.6 ms
684 bytes from 88.80.187.84: icmp_seq=10 ttl=46 time=102 ms
684 bytes from 88.80.187.84: icmp_seq=11 ttl=46 time=137 ms
684 bytes from 88.80.187.84: icmp_seq=12 ttl=46 time=99.5 ms
684 bytes from 88.80.187.84: icmp_seq=13 ttl=46 time=138 ms
684 bytes from 88.80.187.84: icmp_seq=14 ttl=46 time=96.7 ms
684 bytes from 88.80.187.84: icmp_seq=15 ttl=46 time=142 ms
684 bytes from 88.80.187.84: icmp_seq=16 ttl=46 time=93.1 ms
684 bytes from 88.80.187.84: icmp_seq=17 ttl=46 time=132 ms
684 bytes from 88.80.187.84: icmp_seq=18 ttl=46 time=90.4 ms
684 bytes from 88.80.187.84: icmp_seq=19 ttl=46 time=58.0 ms
684 bytes from 88.80.187.84: icmp_seq=20 ttl=46 time=88.5 ms
684 bytes from 88.80.187.84: icmp_seq=21 ttl=46 time=126 ms
684 bytes from 88.80.187.84: icmp_seq=22 ttl=46 time=85.1 ms
684 bytes from 88.80.187.84: icmp_seq=23 ttl=46 time=124 ms
684 bytes from 88.80.187.84: icmp_seq=24 ttl=46 time=81.3 ms
684 bytes from 88.80.187.84: icmp_seq=25 ttl=46 time=120 ms
684 bytes from 88.80.187.84: icmp_seq=26 ttl=46 time=77.9 ms
684 bytes from 88.80.187.84: icmp_seq=27 ttl=46 time=116 ms
684 bytes from 88.80.187.84: icmp_seq=28 ttl=46 time=75.2 ms
684 bytes from 88.80.187.84: icmp_seq=29 ttl=46 time=114 ms
684 bytes from 88.80.187.84: icmp_seq=30 ttl=46 time=72.7 ms
684 bytes from 88.80.187.84: icmp_seq=31 ttl=46 time=110 ms
684 bytes from 88.80.187.84: icmp_seq=32 ttl=46 time=71.4 ms
684 bytes from 88.80.187.84: icmp_seq=33 ttl=46 time=108 ms
684 bytes from 88.80.187.84: icmp_seq=34 ttl=46 time=68.3 ms
684 bytes from 88.80.187.84: icmp_seq=35 ttl=46 time=102 ms
684 bytes from 88.80.187.84: icmp_seq=36 ttl=46 time=65.7 ms
684 bytes from 88.80.187.84: icmp_seq=37 ttl=46 time=101 ms
684 bytes from 88.80.187.84: icmp_seq=38 ttl=46 time=140 ms
684 bytes from 88.80.187.84: icmp_seq=39 ttl=46 time=58.1 ms
684 bytes from 88.80.187.84: icmp_seq=40 ttl=46 time=88.5 ms
684 bytes from 88.80.187.84: icmp_seq=41 ttl=46 time=94.5 ms
684 bytes from 88.80.187.84: icmp_seq=42 ttl=46 time=59.2 ms
684 bytes from 88.80.187.84: icmp_seq=43 ttl=46 time=61.2 ms
684 bytes from 88.80.187.84: icmp_seq=44 ttl=46 time=72.1 ms
684 bytes from 88.80.187.84: icmp_seq=45 ttl=46 time=85.6 ms
684 bytes from 88.80.187.84: icmp_seq=46 ttl=46 time=127 ms
684 bytes from 88.80.187.84: icmp_seq=47 ttl=46 time=85.5 ms
684 bytes from 88.80.187.84: icmp_seq=48 ttl=46 time=66.4 ms
684 bytes from 88.80.187.84: icmp_seq=49 ttl=46 time=68.0 ms
684 bytes from 88.80.187.84: icmp_seq=50 ttl=46 time=60.5 ms

--- 88.80.187.84 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49073ms
rtt min/avg/max/mdev = 57.998/94.642/187.025/27.606 ms
